"","...1","id_play","Week","game_id","pos_team","def_pos_team","pos_team_score","def_pos_team_score","kicker_player_name","yds_fg","pts_scored","fgm","fga","fg_make_prob","fg_inds","FG_before","play_text","EPA","wpa","half","period","clock.minutes","clock.seconds","down","distance","yards_to_goal","fg_made","play_type"
"1",1,401403853102897472,0,401403853,"Hawai'i","Vanderbilt",10,14,"Matthew Shipley",40,3,1,1,0.672158198655559,1,0.692706208463993,"Matthew Shipley 40 yd FG GOOD",1.65103912004709,0.0362659,1,2,10,24,4,15,23,TRUE,"Field Goal Good"
"2",2,401403854101904320,1,401403854,"Alabama","Utah State",3,0,"Will Reichard",45,3,1,1,0.58355174014756,1,0.617901562472597,"Will Reichard 45 yd FG GOOD",2.07107820603077,0.0687556,1,1,9,56,4,3,28,TRUE,"Field Goal Good"
"3",3,401403854102974272,1,401403854,"Alabama","Utah State",34,0,"Will Reichard",33,3,1,1,0.786885522472235,1,0.798423152459784,"Will Reichard 33 yd FG GOOD",0.589910275376063,0.0054567,1,2,2,56,4,15,16,TRUE,"Field Goal Good"
"4",4,401403855101998592,1,401403855,"Cincinnati","Arkansas",0,7,"Ryan Coe",25,0,0,1,0.897879661726428,1,0.908194466922475,"Ryan Coe 25 yd FG MISSED",-3.82782602398079,-0.0689859,1,1,0,13,4,3,8,FALSE,"Field Goal Missed"
"5",5,401403855102988480,1,401403855,"Cincinnati","Arkansas",0,7,"Ryan Coe",48,0,0,1,0.525812504955746,1,0.533784102254343,"Ryan Coe 48 yd FG MISSED",-1.99895843560299,-0.0413864,1,2,1,14,4,9,31,FALSE,"Field Goal Missed"
"6",6,401403855103955520,1,401403855,"Cincinnati","Arkansas",17,21,"Ryan Coe",26,3,1,1,0.886124175272648,1,0.898451118845484,"Ryan Coe 26 yd FG GOOD",0.439843797295702,9.86e-05,2,3,4,44,4,8,9,TRUE,"Field Goal Good"
"7",7,401403855103987072,1,401403855,"Arkansas","Cincinnati",24,17,"Cam Little",32,3,1,1,0.802171025258863,1,0.821973347197518,"Cam Little 32 yd FG GOOD",0.749563512004888,0.0403707,2,3,1,28,4,11,15,TRUE,"Field Goal Good"
"8",8,401403856104924992,1,401403856,"Mercer","Auburn",10,42,"Devin Folser",33,3,1,1,0.786885522472235,1,0.796371919453132,"Devin Folser 33 yd FG GOOD",1.16693284562444,0.0006475,2,4,7,49,4,16,16,TRUE,"Field Goal Good"
"9",9,401403857102897280,1,401403857,"Utah","Florida",10,7,"Jordan Noyes",43,3,1,1,0.619714572628981,1,0.643934666418961,"Jordan Noyes 43 yd FG GOOD",1.87100657961533,0.0634482,1,2,10,26,4,6,26,TRUE,"Field Goal Good"
"10",10,401403857102968128,1,401403857,"Utah","Florida",13,7,"Jordan Noyes",31,3,1,1,0.817196105671127,1,0.825360497016783,"Jordan Noyes 31 yd FG GOOD",0.655669821781604,0.0187013,1,2,3,18,4,8,14,TRUE,"Field Goal Good"
"11",11,401403858102964224,1,401403858,"Oregon","Georgia",3,21,"Camden Lewis",35,3,1,1,0.755512505868963,1,0.764061761544609,"Camden Lewis 35 yd FG GOOD",1.11514120383374,0.004223,1,2,3,57,4,16,18,TRUE,"Field Goal Good"
"12",12,401403859102907712,1,401403859,"Kentucky","Miami (OH)",10,7,"Matt Ruffolo",34,3,1,1,0.771338672335057,1,0.787851235925138,"Matt Ruffolo 34 yd FG GOOD",0.959856542713918,0.0358802,1,2,9,22,4,11,17,TRUE,"Field Goal Good"
"13",13,401403859102938880,1,401403859,"Miami (OH)","Kentucky",10,10,"Graham Nicholson",48,3,1,1,0.525812504955746,1,0.545976990453486,"Graham Nicholson 48 yd FG GOOD",2.39338333298908,0.0935853,1,2,6,10,4,5,31,TRUE,"Field Goal Good"
"14",14,4.01403859103e+17,1,401403859,"Kentucky","Miami (OH)",13,10,"Matt Ruffolo",25,3,1,1,0.897879661726428,1,0.897879661726428,"Matt Ruffolo 25 yd FG GOOD",0.306361014820715,-0.1410186,1,2,0,0,2,7,8,TRUE,"Field Goal Good"
"15",15,401403859103909504,1,401403859,"Miami (OH)","Kentucky",13,27,"Graham Nicholson",27,3,1,1,0.873530423694007,1,0.885213653277806,"Graham Nicholson 27 Yd Field Goal",0.64032182592206,0.0459358,2,3,9,4,4,10,10,TRUE,"Field Goal Good"
"16",16,401403859103988992,1,401403859,"Kentucky","Miami (OH)",30,13,"Matt Ruffolo",50,3,1,1,0.484598845866931,1,0.523424223942333,"Matt Ruffolo 50 Yd Field Goal",2.45540055393029,0.0290064,2,3,1,9,4,8,33,TRUE,"Field Goal Good"
"17",17,4.01403860103e+17,1,401403860,"Troy","Ole Miss",3,21,"Brooks Buce",31,3,1,1,0.817196105671127,1,0.817196105671127,"Brooks Buce 31 yd FG GOOD",0.54841168298662,-0.0089366,1,2,0,0,3,5,14,TRUE,"Field Goal Good"
"18",18,401403861102864192,1,401403861,"Memphis","Mississippi State",3,14,"Chris Howard",42,3,1,1,0.63737112952654,1,0.660125692007802,"Chris Howard 42 yd FG GOOD",2.04583388763848,0.0222942,1,2,13,57,4,6,25,TRUE,"Field Goal Good"
"19",19,401403863102938688,1,401403863,"South Carolina","Georgia State",9,0,"Mitch Jeter",53,3,1,1,0.420541571384803,1,0.445404510624043,"Mitch Jeter 53 yd FG GOOD",2.91418070360737,0.1173589,1,2,6,12,4,10,36,TRUE,"Field Goal Good"
"20",20,4.01403863103e+17,1,401403863,"South Carolina","Georgia State",12,7,"Mitch Jeter",51,3,1,1,0.463390313952914,1,0.463390313952914,"Mitch Jeter 51 yd FG GOOD",1.60982905814126,-0.0289964,1,2,0,0,2,10,34,TRUE,"Field Goal Good"
"21",21,401403864101919616,1,401403864,"Tennessee","Ball State",10,0,"Chase McGrath",34,3,1,1,0.771338672335057,1,0.796239009114993,"Chase McGrath 34 yd FG GOOD",0.821702458407018,0.038065,1,1,8,3,4,5,17,TRUE,"Field Goal Good"
"22",22,401403864104974400,1,401403864,"Ball State","Tennessee",10,59,"Ben VonGunten",25,3,1,1,0.897879661726428,1,0.900406166013663,"Ben VonGunten 25 yd FG GOOD",0.472240718058171,1.39e-05,2,4,2,55,4,4,8,TRUE,"Field Goal Good"
"23",23,401403865101928576,1,401403865,"Texas A&M","Sam Houston State",0,0,"Caden Davis",52,0,0,1,0.441981426192982,1,0.479624903007185,"Caden Davis 52 yd FG MISSED",-1.83686376957881,-0.0402737,1,1,7,13,4,9,35,FALSE,"Field Goal Missed"
"24",24,401403865102953984,1,401403865,"Texas A&M","Sam Houston State",10,0,"Caden Davis",40,3,1,1,0.672158198655559,1,0.688369772695984,"Caden Davis 40 yd FG GOOD",1.32948092258837,0.0424027,1,2,4,59,4,10,23,TRUE,"Field Goal Good"
"25",25,401403866102976704,1,401403866,"Elon","Vanderbilt",10,21,"Skyler Davis",48,3,1,1,0.525812504955746,1,0.537903730828207,"Skyler Davis 48 yd FG GOOD",2.2697215994121,0.0224676,1,2,2,32,4,7,31,TRUE,"Field Goal Good"
"26",26,401403867101885824,1,401403867,"LSU","Florida State",0,3,"Damian Ramos",37,3,1,1,0.722965405698557,1,0.750757975065166,"Damian Ramos 37 yd FG GOOD",1.1684016876557,-0.2256303,1,1,11,41,4,19,20,TRUE,"Field Goal Good"
"27",27,401403867101928384,1,401403867,"Florida State","LSU",3,0,"Ryan Fitzgerald",47,0,0,1,0.545617805175857,1,0.581404365056015,"Ryan Fitzgerald 47 yd FG MISSED",-4.89795549686451,-0.1582836,1,1,7,15,4,10,30,FALSE,"Field Goal Missed"
"28",28,401403867102945600,1,401403867,"LSU","Florida State",7,3,"Damian Ramos",30,0,0,1,0.831930173180296,1,0.842110950679012,"Damian Ramos 30 yd FG BLOCKED blocked by Jared Verse",-6.34021033449164,-0.2057577,1,2,5,43,4,11,13,FALSE,"Blocked Field Goal"
"29",29,401403867103916992,1,401403867,"Florida State","LSU",3,10,"Ryan Fitzgerald",25,3,1,1,0.897879661726428,1,0.910009304364246,"Ryan Fitzgerald 25 yd FG GOOD",0.35365189160842,-0.2327576,2,3,8,29,4,7,8,TRUE,"Field Goal Good"
"30",30,401403966101955520,1,401403966,"Colorado","TCU",3,0,"Cole Becker",37,3,1,1,0.722965405698557,1,0.7485177141787,"Cole Becker 37 Yd Field Goal",1.22316528948813,0.0299765,1,1,4,44,4,12,20,TRUE,"Field Goal Good"
"31",31,401403966102926080,1,401403966,"Colorado","TCU",6,7,"Cole Becker",43,3,1,1,0.619714572628981,1,0.63946675368734,"Cole Becker 43 Yd Field Goal",1.87116711106668,0.0705178,1,2,7,38,4,7,26,TRUE,"Field Goal Good"
"32",32,401403966103965376,1,401403966,"TCU","Colorado",17,6,"Griffin Kell",33,3,1,1,0.786885522472235,1,0.809424206939655,"Griffin Kell 33 Yd Field Goal",0.759387004744846,0.0377161,2,3,3,45,4,5,16,TRUE,"Field Goal Good"
"33",33,401403967101929280,1,401403967,"Arizona","San Diego State",3,0,"Tyler Loop",25,3,1,1,0.897879661726428,1,0.910187224593367,"Tyler Loop 25 yd FG GOOD",0.330972073300527,0.0091607,1,1,7,6,4,8,8,TRUE,"Field Goal Good"
"34",34,401403967102866816,1,401403967,"San Diego State","Arizona",3,10,"Jack Browning",44,3,1,1,0.601806172147826,1,0.626500339117604,"Jack Browning 44 yd FG GOOD",2.22367089088454,0.0496844,1,2,13,31,4,13,27,TRUE,"Field Goal Good"
"35",35,401403967103966272,1,401403967,"San Diego State","Arizona",20,31,"Jack Browning",23,3,1,1,0.91858831898569,1,0.927212590591627,"Jack Browning 23 yd FG GOOD",0.330564077113428,-0.0078618,2,3,3,36,4,6,6,TRUE,"Field Goal Good"
"36",36,4.01403968103e+17,1,401403968,"California","UC Davis",17,7,"Dario Longhetto",32,3,1,1,0.802171025258863,1,0.802171025258863,"Dario Longhetto 32 yd FG GOOD",0.59348692422341,0.0438393,1,2,0,0,1,10,15,TRUE,"Field Goal Good"
"37",37,401403968103929728,1,401403968,"California","UC Davis",27,13,"Dario Longhetto",41,3,1,1,0.654842744631629,1,0.688298794023928,"Dario Longhetto 41 yd FG GOOD",1.38533887798318,0.0298882,2,3,7,2,4,8,24,TRUE,"Field Goal Good"
"38",38,401403968104975232,1,401403968,"UC Davis","California",13,34,"Isaiah Gomez",50,0,0,1,0.484598845866931,1,0.496568476397427,"Isaiah Gomez 50 yd FG MISSED",-2.0475408045088,0.0001013,2,4,2,47,4,18,33,FALSE,"Field Goal Missed"
"39",39,401403969102897088,1,401403969,"Oregon State","Boise State",17,0,"Everett Hayes",20,3,1,1,0.942636279565224,1,0.948840363725582,"Everett Hayes 20 yd FG GOOD",0.134249456125117,0.0091677,1,2,10,28,4,3,3,TRUE,"Field Goal Good"
"40",40,4.01403969103e+17,1,401403969,"Boise State","Oregon State",0,24,"Jonah Dalmas",32,0,0,1,0.802171025258863,1,0.802171025258863,"Jonah Dalmas 32 yd FG MISSED",-2.40651307577659,-0.0109107,1,2,0,0,2,10,15,FALSE,"Field Goal Missed"
"41",41,401403969103878784,1,401403969,"Boise State","Oregon State",3,24,"Jonah Dalmas",41,3,1,1,0.654842744631629,1,0.679217313517161,"Jonah Dalmas 41 yd FG GOOD",2.04055788131015,0.0049654,2,3,12,11,4,8,24,TRUE,"Field Goal Good"
"42",42,401403969103974208,1,401403969,"Oregon State","Boise State",27,3,"Everett Hayes",23,3,1,1,0.91858831898569,1,0.929491987343909,"Everett Hayes 23 yd FG GOOD",0.147409892614575,0.0060025,2,3,2,57,4,5,6,TRUE,"Field Goal Good"
"43",43,401403969104956224,1,401403969,"Oregon State","Boise State",34,17,"Everett Hayes",47,0,0,1,0.545617805175857,1,0.567035976259479,"Everett Hayes 47 yd FG MISSED",-1.68429038003186,-0.000897,2,4,4,37,4,5,30,FALSE,"Field Goal Missed"
"44",44,401403969104996608,1,401403969,"Boise State","Oregon State",17,34,"Jonah Dalmas",32,0,0,1,0.802171025258863,1,0.805415035743993,"Jonah Dalmas 32 yd FG MISSED",-3.03327951457249,0.0087907,2,4,0,33,4,11,15,FALSE,"Field Goal Missed"
"45",45,401403970101914816,1,401403970,"Colgate","Stanford",0,7,"Spencer Biscoe",33,0,0,1,0.786885522472235,1,0.807992966380597,"Spencer Biscoe 33 yd FG MISSED",-3.0841630405664,-0.0618083,1,1,8,51,4,3,16,FALSE,"Field Goal Missed"
"46",46,401403970101964224,1,401403970,"Colgate","Stanford",0,7,"Spencer Biscoe",45,0,0,1,0.58355174014756,1,0.612877392876937,"Spencer Biscoe 45 yd FG MISSED",-2.47673857237443,-0.0433012,1,1,3,57,4,9,28,FALSE,"Field Goal Missed"
"47",47,401403970103948224,1,401403970,"Colgate","Stanford",10,28,"Spencer Biscoe",25,3,1,1,0.897879661726428,1,0.907855358135936,"Spencer Biscoe 25 yd FG GOOD",0.472751950463817,-0.0019842,2,3,5,17,4,7,8,TRUE,"Field Goal Good"
"48",48,401403971101956992,1,401403971,"Bowling Green","UCLA",10,7,"Mason Lawler",24,3,1,1,0.908714578920598,1,0.919528670928061,"Mason Lawler 24 yd FG GOOD",0.294732318145978,-0.0054349,1,1,4,29,4,5,7,TRUE,"Field Goal Good"
"49",49,401403971102917120,1,401403971,"UCLA","Bowling Green",10,17,"Nicholas Barr-Mira",24,3,1,1,0.908714578920598,1,0.915450566923598,"Nicholas Barr-Mira 24 yd FG GOOD",0.35768906488777,0.0044472,1,2,8,28,4,6,7,TRUE,"Field Goal Good"
"50",50,401403971103966272,1,401403971,"UCLA","Bowling Green",31,17,"Nicholas Barr-Mira",28,0,0,1,0.860213325209804,1,0.877050646932133,"Nicholas Barr-Mira 28 yd FG MISSED",-2.41600709910139,-0.0150336,2,3,3,36,4,10,11,FALSE,"Field Goal Missed"
"51",51,401403971104916032,1,401403971,"UCLA","Bowling Green",38,17,"Nicholas Barr-Mira",44,0,0,1,0.601806172147826,1,0.629968497119463,"Nicholas Barr-Mira 44 yd FG MISSED",-1.63212762927604,0.0004633,2,4,8,39,4,4,27,FALSE,"Field Goal Missed"
"52",52,401403973102955072,1,401403973,"Kent State","Washington",10,28,"Andrew Glass",42,3,1,1,0.63737112952654,1,0.649651325739393,"Andrew Glass 42 yd FG GOOD",1.84223079383778,0.0097751,1,2,4,48,4,25,25,TRUE,"Field Goal Good"
"53",53,401403973102974272,1,401403973,"Kent State","Washington",13,28,"Andrew Glass",39,3,1,1,0.689308840183122,1,0.698571273802768,"Andrew Glass 39 yd FG GOOD",1.40358804290566,0.0065832,1,2,2,56,4,7,22,TRUE,"Field Goal Good"
"54",54,401403973102997504,1,401403973,"Washington","Kent State",31,13,"Peyton Henry",38,3,1,1,0.706259503651492,1,0.712614163271402,"Peyton Henry 38 yd FG GOOD",1.07621712573047,-0.0026362,1,2,0,24,4,10,21,TRUE,"Field Goal Good"
"55",55,401403974101967104,1,401403974,"Idaho","Washington State",10,0,"Ricardo Chavez",27,3,1,1,0.873530423694007,1,0.888262601289662,"Ricardo Chavez 27 yd FG GOOD",0.389359146036436,0.0215121,1,1,3,28,4,10,10,TRUE,"Field Goal Good"
"56",56,401403974102896000,1,401403974,"Washington State","Idaho",0,10,"Dean Janikowski",51,0,0,1,0.463390313952914,1,0.488841011873307,"Dean Janikowski 51 yd FG MISSED",-2.21928278589033,-0.0255052,1,2,10,39,4,10,34,FALSE,"Field Goal Missed"
"57",57,401403974102999296,1,401403974,"Washington State","Idaho",10,10,"Dean Janikowski",34,3,1,1,0.771338672335057,1,0.775306682365515,"Dean Janikowski 34 yd FG GOOD",0.850148171151688,-0.0275883,1,2,0,6,4,17,17,TRUE,"Field Goal Good"
"58",58,401403974104994624,1,401403974,"Washington State","Idaho",24,17,"Dean Janikowski",23,0,0,1,0.91858831898569,1,0.920681950782059,"Dean Janikowski 23 yd FG MISSED",-3.31145139027594,-0.0026057,2,4,0,53,4,6,6,FALSE,"Field Goal Missed"
"59",59,401404052101955712,1,401404052,"Tennessee Tech","Kansas",0,21,"Devin Parker",50,-7,0,1,0.484598845866931,1,0.514259648708856,"Devin Parker 50 yd FG BLOCKED blocked by Jereme Robinson for a TD , Cobee Bryant return for 61 yds for a TD, (Jacob Borcila KICK)",-6.80327485108576,-0.0644607,1,1,4,42,4,8,33,FALSE,"Blocked Field Goal Touchdown"
"60",60,401404052102859200,1,401404052,"Tennessee Tech","Kansas",3,21,"Devin Parker",28,3,1,1,0.860213325209804,1,0.871420592181244,"Devin Parker 28 yd FG GOOD",0.689546356541126,-0.0020395,1,2,14,7,4,9,11,TRUE,"Field Goal Good"
"61",61,401404052103907200,1,401404052,"Kansas","Tennessee Tech",35,3,"Jacob Borcila",40,0,0,1,0.672158198655559,1,0.711002263979333,"Jacob Borcila 40 yd FG MISSED",-0.784967006958181,0.0038632,2,3,9,27,4,6,23,FALSE,"Field Goal Missed"
"62",62,401404052103956480,1,401404052,"Tennessee Tech","Kansas",3,35,"Devin Parker",27,0,0,1,0.873530423694007,1,0.883886597910992,"Devin Parker 27 yd FG MISSED",-4.89902303527585,0.001733,2,3,4,34,4,10,10,FALSE,"Field Goal Missed"
"63",63,401404055101977024,1,401404055,"Murray State","Texas Tech",3,14,"Aaron Baum",31,3,1,1,0.817196105671127,1,0.833247287523044,"Aaron Baum 31 yd FG GOOD",0.874002260993704,0.00491,1,1,2,29,4,13,14,TRUE,"Field Goal Good"
"64",64,401404056104944896,1,401404056,"Kansas State","South Dakota",34,0,"Chris Tennant",43,0,0,1,0.619714572628981,1,0.644899781296611,"Chris Tennant 43 yd FG MISSED",-1.3550713591029,0.0002275,2,4,5,50,4,9,26,FALSE,"Field Goal Missed"
"65",65,401404057102947712,1,401404057,"Southeast Missouri State","Iowa State",0,21,"DC Pippin",41,0,0,1,0.654842744631629,1,0.667453314774375,"DC Pippin 41 yd FG BLOCKED blocked by",-2.84828404550211,-0.0112801,1,2,5,22,4,10,24,FALSE,"Blocked Field Goal"
"66",66,401404057102997120,1,401404057,"Southeast Missouri State","Iowa State",10,21,"DC Pippin",23,3,1,1,0.91858831898569,1,0.920104353323955,"DC Pippin 23 yd FG GOOD",0.294168867633319,-0.0372368,1,2,0,28,4,5,6,TRUE,"Field Goal Good"
"67",67,401404059101948800,1,401404059,"Louisiana Monroe","Texas",3,7,"Calum Sutherland",25,3,1,1,0.897879661726428,1,0.909225856443961,"Calum Sutherland 25 yd FG GOOD",0.383778481880373,-0.0121336,1,1,5,11,4,8,8,TRUE,"Field Goal Good"
"68",68,401404059102968512,1,401404059,"Texas","Louisiana Monroe",24,3,"Bert Auburn",41,3,1,1,0.654842744631629,1,0.67029987760868,"Bert Auburn 41 yd FG GOOD",1.24436614345657,0.0087152,1,2,3,14,4,23,24,TRUE,"Field Goal Good"
"69",69,4.01404059103e+17,1,401404059,"Texas","Louisiana Monroe",24,3,"Bert Auburn",38,0,0,1,0.706259503651492,1,0.706259503651492,"Bert Auburn 38 yd FG MISSED",-2.11877851095448,-0.0026507,1,2,0,0,1,10,21,FALSE,"Field Goal Missed"
"70",70,401404124101878592,1,401404124,"Notre Dame","Ohio State",3,0,"Blake Grupe",33,3,1,1,0.786885522472235,1,0.810215178300318,"Blake Grupe 33 Yd Field Goal",0.816579897179129,0.0115244,1,1,12,13,4,8,16,TRUE,"Field Goal Good"
"71",71,401404124102996416,1,401404124,"Ohio State","Notre Dame",7,10,"Noah Ruggles",39,0,0,1,0.689308840183122,1,0.694858596619183,"Noah Ruggles 39 Yard Field Goal Missed",-2.46826340166335,-0.1229098,1,2,0,35,4,6,22,FALSE,"Field Goal Missed"
"72",72,401404134103916928,1,401404134,"Coastal Carolina","Army",17,14,"Kade Hensley",25,3,1,1,0.897879661726428,1,0.910388371516012,"Kade Hensley 25 yd FG GOOD",0.32641726898365,0.001888,2,3,8,30,4,7,8,TRUE,"Field Goal Good"
"73",73,4.01404146103e+17,0,401404146,"Utah State","Connecticut",24,14,"Connor Coles",45,3,1,1,0.58355174014756,1,0.58355174014756,"Connor Coles 45 yd FG GOOD",1.24934477955732,0.0116165,1,2,0,1,4,9,28,TRUE,"Field Goal Good"
"74",74,401404146104867072,0,401404146,"Connecticut","Utah State",17,24,"Noe Ruelas",47,3,1,1,0.545617805175857,1,0.571784628104257,"Noe Ruelas 47 yd FG GOOD",2.63424982653258,0.0515687,2,4,13,28,4,6,30,TRUE,"Field Goal Good"
"75",75,401404146104899008,0,401404146,"Connecticut","Utah State",20,24,"Noe Ruelas",54,3,1,1,0.399229874449276,1,0.426195778000099,"Noe Ruelas 54 yd FG GOOD",3.59480459870168,0.1052292,2,4,10,9,4,9,37,TRUE,"Field Goal Good"
"76",76,401404147102867008,1,401404147,"Connecticut","Central Connecticut",0,0,"Noe Ruelas",45,0,0,1,0.58355174014756,1,0.611882208124567,"Noe Ruelas 45 yd FG BLOCKED blocked by",-4.14139659225135,-0.1311938,1,2,13,29,4,3,28,FALSE,"Blocked Field Goal"
"77",77,401404147102886720,1,401404147,"Central Connecticut","Connecticut",3,0,"Cristiano Rosa",28,3,1,1,0.860213325209804,1,0.872778935208254,"Cristiano Rosa 28 yd FG GOOD",0.524512244828228,0.0064237,1,2,11,32,4,8,11,TRUE,"Field Goal Good"
"78",78,401404147102979520,1,401404147,"Central Connecticut","Connecticut",3,7,"Cristiano Rosa",41,0,0,1,0.654842744631629,1,0.662523840227322,"Cristiano Rosa 41 yd FG BLOCKED blocked by",-2.63496918164493,-0.0924609,1,2,2,4,4,14,24,FALSE,"Blocked Field Goal"
"79",79,401404147103909376,1,401404147,"Central Connecticut","Connecticut",3,7,"Cristiano Rosa",18,0,0,1,0.971860303240004,1,0.975917990701189,"Cristiano Rosa 14 yd FG MISSED",-3.74891569221551,-0.130424,2,3,9,5,4,4,1,FALSE,"Field Goal Missed"
"80",80,401404157102854528,1,401404157,"Southern Mississippi","Liberty",3,0,"Briggs Bourgeois",39,3,1,1,0.689308840183122,1,0.714371692072696,"Briggs Bourgeois 39 yd FG GOOD",1.45028985628106,0.0683396,1,2,14,54,4,1,22,TRUE,"Field Goal Good"
"81",81,401404157102924480,1,401404157,"Liberty","Southern Mississippi",3,3,"Nick Brown",32,3,1,1,0.802171025258863,1,0.815231436124244,"Nick Brown 32 yd FG GOOD",0.818310822431958,0.0382492,1,2,7,54,4,10,15,TRUE,"Field Goal Good"
"82",82,401404157105282304,1,401404157,"Southern Mississippi","Liberty",24,24,"Briggs Bourgeois",34,0,0,1,NA,1,NA,"Briggs Bourgeois 34 yd FG MISSED",NA,NA,2,5,0,0,4,2,17,FALSE,"Field Goal Missed"
"83",83,401404157105292352,1,401404157,"Liberty","Southern Mississippi",24,24,"Nick Brown",36,0,0,1,NA,1,NA,"Nick Brown 36 yd FG MISSED",NA,NA,2,5,0,0,4,3,19,FALSE,"Field Goal Missed"
"84",84,401404157105302464,1,401404157,"Liberty","Southern Mississippi",27,24,"Nick Brown",26,3,1,1,NA,1,NA,"Nick Brown 26 Yd Field Goal",NA,NA,2,6,0,0,4,6,9,TRUE,"Field Goal Good"
"85",85,401404157105312512,1,401404157,"Southern Mississippi","Liberty",27,27,"Briggs Bourgeois",53,3,1,1,NA,1,NA,"Briggs Bourgeois 53 Yd Field Goal",NA,NA,2,6,0,0,4,21,36,TRUE,"Field Goal Good"
"86",86,401405058101956032,0,401405058,"Illinois","Wyoming",7,0,"Caleb Griffin",42,0,0,1,0.63737112952654,1,0.669506831435088,"Caleb Griffin 42 yd FG MISSED",-1.99575782102026,-0.0335463,1,1,4,39,4,15,25,FALSE,"Field Goal Missed"
"87",87,401405058101996480,0,401405058,"Wyoming","Illinois",3,7,"John Hoyland",22,3,1,1,0.927502916506649,1,0.935314996567492,"John Hoyland 22 yd FG GOOD",0.260965956214862,0.0086869,1,1,0,34,4,6,5,TRUE,"Field Goal Good"
"88",88,401405058102956608,0,401405058,"Illinois","Wyoming",17,3,"Caleb Griffin",27,3,1,1,0.873530423694007,1,0.881061551581625,"Caleb Griffin 27 yd FG GOOD",0.397964411519858,0.0078228,1,2,4,33,4,9,10,TRUE,"Field Goal Good"
"89",89,401405058102995904,0,401405058,"Illinois","Wyoming",17,3,"Caleb Griffin",51,0,0,1,0.463390313952914,1,0.473567522881833,"Caleb Griffin 51 yd FG MISSED",-1.63761800719008,-0.0278203,1,2,0,40,1,10,34,FALSE,"Field Goal Missed"
"90",90,401405058103878400,0,401405058,"Wyoming","Illinois",6,17,"John Hoyland",46,3,1,1,0.564850075597405,1,0.595481606821085,"John Hoyland 46 yd FG GOOD",2.50988780221864,0.0231349,2,3,12,15,4,4,29,TRUE,"Field Goal Good"
"91",91,401405059101978624,0,401405059,"Northwestern","Nebraska",3,7,"Adam Stage",35,3,1,1,0.755512505868963,1,0.776555234781061,"Adam Stage 35 yd FG GOOD",1.15273648729556,0.0360975,1,1,2,13,4,8,18,TRUE,"Field Goal Good"
"92",92,4.01405059103e+17,0,401405059,"Nebraska","Northwestern",14,17,"Brendan Franke",56,0,0,1,0.357502808271336,1,0.357502808271336,"Brendan Franke 56 yd FG MISSED",-1.07250842481401,-0.0814124,1,2,0,1,1,10,39,FALSE,"Field Goal Missed"
"93",93,401405059104858432,0,401405059,"Northwestern","Nebraska",24,28,"Adam Stage",36,0,0,1,0.739389182808909,1,0.76054057846327,"Adam Stage 36 yd FG MISSED",-2.84500921737778,-0.066974,2,4,14,15,4,5,19,FALSE,"Field Goal Missed"
"94",94,401405060102917312,1,401405060,"Minnesota","New Mexico State",17,0,"Matthew Trickett",26,3,1,1,0.886124175272648,1,0.896159594071503,"Matthew Trickett 26 yd FG GOOD",0.327790123973105,0.0151547,1,2,8,26,4,8,9,TRUE,"Field Goal Good"
"95",95,401405061101899584,1,401405061,"Indiana","Illinois",3,0,"Charles Campbell",39,3,1,1,0.689308840183122,1,0.718656791871125,"Charles Campbell 39 yd FG GOOD",1.38184402014752,0.040135,1,1,10,3,4,13,22,TRUE,"Field Goal Good"
"96",96,401405061102929792,1,401405061,"Illinois","Indiana",10,10,"Caleb Griffin",29,3,1,1,0.846304110922688,1,0.856264965055929,"Caleb Griffin 29 yd FG GOOD",0.597789333737973,0.0187436,1,2,7,1,4,2,12,TRUE,"Field Goal Good"
"97",97,401405061102949184,1,401405061,"Indiana","Illinois",13,10,"Charles Campbell",43,3,1,1,0.619714572628981,1,0.636477126900365,"Charles Campbell 43 yd FG GOOD",1.71304517739919,0.0594825,1,2,5,7,4,4,26,TRUE,"Field Goal Good"
"98",98,401405061102997696,1,401405061,"Indiana","Illinois",16,10,"Charles Campbell",43,3,1,1,0.619714572628981,1,0.626376588006077,"Charles Campbell 43 yd FG GOOD",1.49193659473591,0.0074548,1,2,0,22,4,4,26,TRUE,"Field Goal Good"
"99",99,401405061104978304,1,401405061,"Illinois","Indiana",20,16,"Caleb Griffin",48,3,1,1,0.525812504955746,1,0.539802758205364,"Caleb Griffin 48 yd FG GOOD",2.06912759026246,0.0825522,2,4,2,16,4,9,31,TRUE,"Field Goal Good"
"100",100,401405062101906816,1,401405062,"Iowa","South Dakota State",0,0,"Aaron Blom",40,0,0,1,0.672158198655559,1,0.702278797857754,"Aaron Blom 40 yd FG MISSED",-2.23531505811907,-0.0652109,1,1,9,31,4,5,23,FALSE,"Field Goal Missed"
"101",101,401405062101988800,1,401405062,"Iowa","South Dakota State",3,0,"Aaron Blom",46,3,1,1,0.564850075597405,1,0.595714428206394,"Aaron Blom 46 yd FG GOOD",2.27762054286584,0.105725,1,1,1,11,4,5,29,TRUE,"Field Goal Good"
"102",102,401405062102997888,1,401405062,"South Dakota State","Iowa",3,3,"Hunter Dustman",44,3,1,1,0.601806172147826,1,0.608071828660422,"Hunter Dustman 44 Yd Field Goal",1.59137338584088,0.0050712,1,2,0,15,4,11,27,TRUE,"Field Goal Good"
